1788556958.275127 server started (14521): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788556958.275150 on Linux 7.1.13-200.fc44.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Sep  2 13:58:38 UTC 2026
1788556958.275167 using libevent 2.1.12-stable poll
1788556958.275174 using ncurses 6.6 20251230
1788556958.454769 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454775 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454781 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454788 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454794 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454818 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454825 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454833 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454846 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454856 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454863 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454869 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454875 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454881 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454888 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454894 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454900 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454906 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454913 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454919 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454925 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454931 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454938 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454944 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454950 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454957 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454963 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454969 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454976 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454982 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454988 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.454995 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455001 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455007 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455012 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455020 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455026 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455031 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455039 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455045 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455050 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455056 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455064 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455069 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455075 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455083 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455088 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455094 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455102 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455107 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455113 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455119 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455126 tty_draw_line: cell 121 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455136 tty_draw_line: cell 122 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455144 tty_draw_line: cell 123 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455150 tty_draw_line: cell 124 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455157 tty_draw_line: cell 125 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455163 tty_draw_line: cell 126 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455169 tty_draw_line: cell 127 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455176 tty_draw_line: cell 128 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455182 tty_draw_line: cell 129 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455188 tty_draw_line: cell 130 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455194 tty_draw_line: cell 131 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455201 tty_draw_line: cell 132 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455207 tty_draw_line: cell 133 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455213 tty_draw_line: cell 134 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455220 tty_draw_line: cell 135 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455226 tty_draw_line: cell 136 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455232 tty_draw_line: cell 137 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455238 tty_draw_line: cell 138 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455245 tty_draw_line: cell 139 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455251 tty_draw_line: cell 140 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455257 tty_draw_line: cell 141 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455263 tty_draw_line: cell 142 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455270 tty_draw_line: cell 143 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455276 tty_draw_line: cell 144 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455282 tty_draw_line: cell 145 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455289 tty_draw_line: cell 146 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455295 tty_draw_line: cell 147 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455301 tty_draw_line: cell 148 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455308 tty_draw_line: cell 149 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455314 tty_draw_line: cell 150 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455320 tty_draw_line: cell 151 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455326 tty_draw_line: cell 152 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455333 tty_draw_line: cell 153 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455339 tty_draw_line: cell 154 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455345 tty_draw_line: cell 155 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455351 tty_draw_line: cell 156 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455358 tty_draw_line: cell 157 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455364 tty_draw_line: cell 158 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455370 tty_draw_line: cell 159 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455377 tty_draw_line: cell 160 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455383 tty_draw_line: cell 161 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455389 tty_draw_line: cell 162 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455396 tty_draw_line: cell 163 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455402 tty_draw_line: cell 164 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455408 tty_draw_line: cell 165 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455414 tty_draw_line: cell 166 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455421 tty_draw_line: cell 167 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455432 tty_draw_line: cell 168 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455439 tty_draw_line: cell 169 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455446 tty_draw_line: cell 170 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455452 tty_draw_line: cell 171 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455458 tty_draw_line: cell 172 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455465 tty_draw_line: cell 173 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455471 tty_draw_line: cell 174 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455477 tty_draw_line: cell 175 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455483 tty_draw_line: cell 176 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455490 tty_draw_line: cell 177 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455496 tty_draw_line: cell 178 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455502 tty_draw_line: cell 179 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455509 tty_draw_line: cell 180 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455515 tty_draw_line: cell 181 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455521 tty_draw_line: cell 182 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455528 tty_draw_line: cell 183 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455534 tty_draw_line: cell 184 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455540 tty_draw_line: cell 185 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455546 tty_draw_line: cell 186 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455553 tty_draw_line: cell 187 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455559 tty_draw_line: cell 188 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455565 tty_draw_line: cell 189 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455572 tty_draw_line: cell 190 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455578 tty_draw_line: cell 191 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455584 tty_draw_line: cell 192 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455591 tty_draw_line: cell 193 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455597 tty_draw_line: cell 194 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455603 tty_draw_line: cell 195 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455610 tty_draw_line: cell 196 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455616 tty_draw_line: cell 197 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455622 tty_draw_line: cell 198 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455629 tty_draw_line: cell 199 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455635 tty_draw_line: cell 200 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455641 tty_draw_line: cell 201 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455646 tty_draw_line: cell 202 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455654 tty_draw_line: cell 203 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455660 tty_draw_line: cell 204 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455665 tty_draw_line: cell 205 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455673 tty_draw_line: cell 206 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455679 tty_draw_line: cell 207 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455684 tty_draw_line: cell 208 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455692 tty_draw_line: cell 209 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455698 tty_draw_line: cell 210 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455703 tty_draw_line: cell 211 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455709 tty_draw_line: cell 212 empty 0, bg 8; state: current EMPTY, next DONE
1788556958.455720 /dev/pts/0: \r
1788556958.455727 /dev/pts/0: \n
1788556958.455733 /dev/pts/0: \033[K
1788556958.455740 screen_redraw_draw_pane: /dev/pts/0 %0 range 0 (0,31) width 212, tty (0,31) width 212
1788556958.455746 tty_draw_line: px=0 py=31 nx=212 atx=0 aty=31
1788556958.455753 tty_draw_line: drawing 0-212,31 (end 0) at 0,31; defaults: fg=8, bg=8
1788556958.455759 tty_draw_line: cell 0 empty 1, bg 8; state: current FIRST, next EMPTY
1788556958.455766 tty_draw_line: cell 1 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455772 tty_draw_line: cell 2 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455778 tty_draw_line: cell 3 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455785 tty_draw_line: cell 4 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455791 tty_draw_line: cell 5 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455797 tty_draw_line: cell 6 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455821 tty_draw_line: cell 7 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455829 tty_draw_line: cell 8 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455838 tty_draw_line: cell 9 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455845 tty_draw_line: cell 10 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455853 tty_draw_line: cell 11 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455861 tty_draw_line: cell 12 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455869 tty_draw_line: cell 13 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455876 tty_draw_line: cell 14 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455882 tty_draw_line: cell 15 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455888 tty_draw_line: cell 16 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455895 tty_draw_line: cell 17 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455901 tty_draw_line: cell 18 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455907 tty_draw_line: cell 19 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455912 tty_draw_line: cell 20 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455920 tty_draw_line: cell 21 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455926 tty_draw_line: cell 22 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455931 tty_draw_line: cell 23 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455937 tty_draw_line: cell 24 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455945 tty_draw_line: cell 25 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455950 tty_draw_line: cell 26 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455956 tty_draw_line: cell 27 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455964 tty_draw_line: cell 28 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455969 tty_draw_line: cell 29 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455975 tty_draw_line: cell 30 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455981 tty_draw_line: cell 31 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455988 tty_draw_line: cell 32 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.455994 tty_draw_line: cell 33 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456000 tty_draw_line: cell 34 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456007 tty_draw_line: cell 35 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456013 tty_draw_line: cell 36 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456019 tty_draw_line: cell 37 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456025 tty_draw_line: cell 38 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456032 tty_draw_line: cell 39 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456038 tty_draw_line: cell 40 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456044 tty_draw_line: cell 41 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456055 tty_draw_line: cell 42 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456063 tty_draw_line: cell 43 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456069 tty_draw_line: cell 44 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456075 tty_draw_line: cell 45 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456082 tty_draw_line: cell 46 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456088 tty_draw_line: cell 47 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456094 tty_draw_line: cell 48 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456100 tty_draw_line: cell 49 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456107 tty_draw_line: cell 50 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456113 tty_draw_line: cell 51 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456119 tty_draw_line: cell 52 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456126 tty_draw_line: cell 53 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456132 tty_draw_line: cell 54 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456138 tty_draw_line: cell 55 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456144 tty_draw_line: cell 56 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456151 tty_draw_line: cell 57 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456157 tty_draw_line: cell 58 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456163 tty_draw_line: cell 59 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456169 tty_draw_line: cell 60 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456176 tty_draw_line: cell 61 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456182 tty_draw_line: cell 62 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456188 tty_draw_line: cell 63 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456194 tty_draw_line: cell 64 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456201 tty_draw_line: cell 65 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456207 tty_draw_line: cell 66 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456213 tty_draw_line: cell 67 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456219 tty_draw_line: cell 68 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456226 tty_draw_line: cell 69 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456232 tty_draw_line: cell 70 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456238 tty_draw_line: cell 71 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456244 tty_draw_line: cell 72 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456251 tty_draw_line: cell 73 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456257 tty_draw_line: cell 74 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456263 tty_draw_line: cell 75 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456269 tty_draw_line: cell 76 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456276 tty_draw_line: cell 77 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456282 tty_draw_line: cell 78 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456288 tty_draw_line: cell 79 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456295 tty_draw_line: cell 80 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456301 tty_draw_line: cell 81 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456307 tty_draw_line: cell 82 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456313 tty_draw_line: cell 83 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456320 tty_draw_line: cell 84 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456326 tty_draw_line: cell 85 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456332 tty_draw_line: cell 86 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456338 tty_draw_line: cell 87 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456348 tty_draw_line: cell 88 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456357 tty_draw_line: cell 89 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456362 tty_draw_line: cell 90 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456368 tty_draw_line: cell 91 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456376 tty_draw_line: cell 92 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456381 tty_draw_line: cell 93 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456387 tty_draw_line: cell 94 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456394 tty_draw_line: cell 95 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456400 tty_draw_line: cell 96 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456406 tty_draw_line: cell 97 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456412 tty_draw_line: cell 98 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456419 tty_draw_line: cell 99 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456425 tty_draw_line: cell 100 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456431 tty_draw_line: cell 101 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456438 tty_draw_line: cell 102 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456444 tty_draw_line: cell 103 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456450 tty_draw_line: cell 104 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456457 tty_draw_line: cell 105 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456463 tty_draw_line: cell 106 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456469 tty_draw_line: cell 107 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456476 tty_draw_line: cell 108 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456482 tty_draw_line: cell 109 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456488 tty_draw_line: cell 110 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456495 tty_draw_line: cell 111 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456501 tty_draw_line: cell 112 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456507 tty_draw_line: cell 113 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456514 tty_draw_line: cell 114 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456520 tty_draw_line: cell 115 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456526 tty_draw_line: cell 116 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456532 tty_draw_line: cell 117 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456539 tty_draw_line: cell 118 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456545 tty_draw_line: cell 119 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456551 tty_draw_line: cell 120 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456558 tty_draw_line: cell 121 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456564 tty_draw_line: cell 122 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456570 tty_draw_line: cell 123 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456577 tty_draw_line: cell 124 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456583 tty_draw_line: cell 125 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456589 tty_draw_line: cell 126 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456596 tty_draw_line: cell 127 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456602 tty_draw_line: cell 128 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456608 tty_draw_line: cell 129 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456615 tty_draw_line: cell 130 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456621 tty_draw_line: cell 131 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456627 tty_draw_line: cell 132 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456633 tty_draw_line: cell 133 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456644 tty_draw_line: cell 134 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456652 tty_draw_line: cell 135 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456658 tty_draw_line: cell 136 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456664 tty_draw_line: cell 137 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456671 tty_draw_line: cell 138 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456677 tty_draw_line: cell 139 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456683 tty_draw_line: cell 140 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456690 tty_draw_line: cell 141 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456696 tty_draw_line: cell 142 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456702 tty_draw_line: cell 143 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456709 tty_draw_line: cell 144 empty 1, bg 8; state: current EMPTY, next EMPTY
1788556958.456715 tty_draw_line: cell 145 empty 1, bg 8; state: current EMPTY, next EMPTY
